,Composition Only,Composition + Task Map,Composition + Task Map + Complexity,Composition + Task Map + Complexity + Communication
0,0.03570715577362327,0.046885796939267865,0.04798043203433655,0.04991992954599711
1,0.028698790585523604,0.0828123908317222,0.08322302437577656,0.06885821471730602
2,0.033622787655799846,0.03647564002462811,0.037217608111323686,0.03129680499296439
3,0.06984397946834298,0.14078180806183982,0.14671588576064964,0.12988185743296188
4,0.010231079557855072,0.011428059273887459,0.011862621715707622,0.014177553305069202
5,0.04899867666057811,0.116282794793925,0.11585924789899227,0.10729533989204032
6,0.025610769282493395,0.029009461960520788,0.029218531872619913,0.03127920701855902
7,0.017127778201458832,0.019872732030477458,0.02021031645942528,0.025068245054378546
8,0.013084634298965336,0.015228587461083354,0.015498715122689632,0.018734403390366472
9,0.032860024079776284,0.05656000732085209,0.0612633309866093,0.07623042102408428
10,0.01593692393197277,0.01753054823100597,0.0179134758562558,0.00872770091258801
11,0.027575652017801433,0.029839722678307923,0.0306627789556142,0.022445269358364328
12,0.01630160831169869,0.02595714321423026,0.026925316607332106,0.024998786821955554
13,0.045100187363252275,0.052873248563284014,0.05312189435962966,0.0527991599252825
14,0.028449923053385673,0.031777733823559196,0.032561261436175215,0.04436223374753967
15,0.0017584857998996783,0.008229970156845567,0.009327809615476634,0.02585198018774071
16,0.025977836569265667,0.030541142435543178,0.03154990778527256,0.03374225794694696
17,0.02632448425061984,0.02749866411494173,0.027575114510495102,0.048472478520282025
18,0.028272232036538836,0.03387238958306027,0.03417069187551258,0.05351293161044479
19,0.021876835869919398,0.026291305737379145,0.026942634590351178,0.033989638478788775
20,0.014384809017622624,0.015003283320155991,0.014995972366089738,0.025176880601940343
21,0.03488415004941836,0.1860696326826594,0.20981081735671092,0.19608148542921333
22,0.021006121443957748,0.025875172650972944,0.02614236638674694,0.03004728592224959
23,0.044414311612046786,0.048427478176070404,0.04942740873845142,0.042766240004077694
24,0.012116715053264615,0.022510719996006068,0.02601888348833259,0.019674565438141056
25,0.01982564233139006,0.02138251470003316,0.021804986632856793,0.031995848933729976
26,0.06151963907728519,0.15129652649868996,0.15307050924479404,0.14272363894683116
27,0.016961280185092353,0.020444817037917562,0.020840448808138623,0.03256417112089516
28,0.015215060059612595,0.01985081660876331,0.019840306045832645,0.03551445847230139
29,0.009898194439205255,0.012014340583770822,0.01226497431646778,0.03592594445020314
30,0.026422260775410322,0.03417668456389378,0.03644415968165848,0.03421188915793727
31,-0.0001311365906910833,0.0016812845856425396,0.002124265031144379,0.010896865009229373
32,0.009090190797864883,0.011651942721193298,0.012399512668365698,0.018329721804365873
33,0.023138537741916543,0.026328532256961634,0.027264934657863282,0.05235266014966933
34,0.025518207649592006,0.029841614775144798,0.030779251469806423,0.04010173274840245
35,0.045590725400712406,0.13738578099792487,0.13894132309720653,0.11965466768352595
36,0.012370111978503906,0.01680216168108961,0.018001410322574296,0.032601818153489504
37,0.022986280201642062,0.025878276973890668,0.026887605751400367,0.02881316042266735
38,0.024922448271653908,0.027064756754541452,0.027501107524916857,0.034905193554920166
39,0.025565875469569233,0.04820920292854036,0.053859103555221166,0.060209114963478805
40,0.03321263578540512,0.04045762520113172,0.040873768995201565,0.05609556165185314
41,0.04505064663430369,0.16049491883281763,0.15761974746220253,0.15119552996098518
42,0.0341337235161403,0.10458485007425056,0.10423761951037525,0.08889642263696307
43,0.015074005050435435,0.021575901746104242,0.021849915701524725,0.03044209630626593
44,0.0438699838606329,0.13803963227493365,0.14922367283668103,0.1592228540739915
45,0.0037212147963306963,0.0074165603611514586,0.007958066928474228,0.019742877873266784
46,0.03198938807282081,0.03806671871120859,0.03783275466172431,0.029055252437166113
47,0.021448083328515444,0.13137691284814856,0.13759189648159453,0.12704955937747042
48,0.05285799109835532,0.08178526883105819,0.08442971517347586,0.0793871681453967
49,0.034691280159476756,0.04335788028895238,0.04393494884122873,0.044830576964257296
50,0.01146211771676997,0.018225353335757588,0.018663804049675603,0.012591543008378392
51,0.04268026660992141,0.1043718529971508,0.11705942468115949,0.11224345132913116
52,0.05529036360837136,0.06959072172505376,0.0700011088557494,0.07760477430294943
53,0.051930739325086184,0.1911742297638679,0.19680946899661855,0.18876865286906153
54,0.047028160612176406,0.1229372456837673,0.1313582264702089,0.1091901611724293
55,0.028606372425197146,0.03060705266867536,0.03124970495720747,0.03452999667068557
56,0.028013651409542262,0.029478071966810626,0.029539889855200507,0.027157643493130768
57,0.012232886982941449,0.014309947467396,0.01489032898145104,0.02217554076677941
58,0.0361316070148433,0.04360398527231191,0.04520804612568341,0.037170446033242044
59,0.047969255150311474,0.10418683912085902,0.12468603221027863,0.12713581808677632
60,0.014367567810002924,0.02146826442787475,0.02212229453219383,0.03759682771176731
61,0.008369064820977212,0.009826205362962859,0.010038276986131023,0.024017992696020563
62,-0.0007382832316977783,0.0010157274608254552,0.001659539655500586,0.006117594727431563
63,0.012989143285318971,0.015197539441132224,0.015481977919451384,0.028074150591706704
64,0.04907616908681245,0.17136195266662546,0.17110506035005368,0.15583474062682834
65,0.020727559261344064,0.08626457177785152,0.08754010509205445,0.07858547116347714
66,0.03759098621349399,0.12084999976946531,0.13215565631534787,0.10645821208864126
67,0.027880206617424075,0.12644786190900592,0.12301288943584388,0.11186161277737938
68,0.031343021670328874,0.16293062576887518,0.16070730520724474,0.15242697369115044
69,0.001083203797021648,0.0018572351713123103,0.002212906062343145,0.008180516282276784
70,0.05053940703523785,0.06163759095982624,0.0626394145457273,0.07627677799365051
71,0.018274238821875288,0.023414245595326122,0.02462616321192712,0.0463192782995695
72,0.011173145193978606,0.012685477315893201,0.012839713067912428,0.006105500949515896
73,0.02204033760336821,0.023089636448322626,0.023098309299157016,0.03957831884187202
74,0.026171678908522455,0.029538100193315486,0.0299345180388787,0.04916757631835855
75,0.04121853971785627,0.061114263752596654,0.06430394929411853,0.05531381168086258
76,0.050273630834554606,0.157817620810199,0.16222679095431092,0.16122809837068008
77,0.07369617618087643,0.19054948779004122,0.19606019362559357,0.19182827393659085
78,0.007555472111669959,0.011370944537434702,0.012319763733103617,0.02873654367490963
79,0.03713407501682742,0.04560031346395943,0.04608293715888023,0.058713564603711355
80,0.03578173517634897,0.04319570080498647,0.04637703752654487,0.04557220869645151
81,0.01578747139670933,0.01818545191597265,0.018732809508907544,0.021619833708165004
82,0.038209219512555626,0.04359369743828179,0.04415619085630029,0.039630448477628644
83,0.02348618775952127,0.02614495255678273,0.026732918539988715,0.026224371831176763
84,0.026770442310649845,0.038345282409013914,0.04089981555950928,0.01306902357591122
85,0.028894745436124247,0.162284864526953,0.1709977272798594,0.1580467140924442
86,0.02899578435092265,0.03320393138931588,0.03409044786575843,0.044182518343351074
87,0.02484404253068684,0.03569488114912023,0.036538627290231274,0.040798271250554574
88,0.028540462181358306,0.14356255684155772,0.161870461795245,0.1594583482411237
89,0.012016836604433756,0.013641872890804763,0.013961918105098836,0.02287471696261767
90,0.017499980302435048,0.024434334034797778,0.027203984741445586,0.034261687985849054
91,0.009067581821131432,0.011107157758622699,0.011592014208190449,0.01766565839017209
92,0.029513168533926826,0.03603968211111119,0.036772509617957416,0.027742973955924732
93,0.04365083099680689,0.19176181956948646,0.19321925871007783,0.17507018294770282
94,0.022088148566531407,0.12298842831080115,0.1322593772607331,0.11870795487092745
95,0.011405243649003194,0.013464444074867798,0.014368450027879232,0.02582795195452059
96,0.09181468087874756,0.16054839333032733,0.15962267631519544,0.1495014280421667
97,0.045727218437319306,0.04837752688724617,0.04873551838727119,0.04138976472882294
98,0.035792700087445506,0.1445615476775829,0.147128977858478,0.13592164732026124
99,0.031233056583387042,0.03308125647735327,0.0335664494748219,0.023888265303867562
